證券代號,證券簡稱,除息交易日,收益分配基準日,收益分配發放日,收益分配金額 (每1受益權益單位),收益分配標準 (102年度起啟用),公告年度
00894,中信小資高價30,111年02月22日,111年02月28日,111年03月21日,0.35,"1.本基金每受益權單位可分配之收益，係指：
(一) 本基金投資中華民國境內所得之現金股利、利息收入、子基金收益分配扣除本基金應負擔之費用且不需扣除已實現及未實現之資本損失。
(二) 前款可分配收益若另增配其他投資於中華民國境內已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第三條第一項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約所列本基金每受益權單位之發行價格。
2.本基金成立日起滿六十個日曆日(含)後，經理公司應按收益評價日(即每年一月、四月、七月及十月最後一個日曆日)之本基金淨資產價值及收入情況進行收益分配之評價。經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。但本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下一次之可分配收益。經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，並於每收益評價日後四十五個營業日內分配收益予受益人。停止變更受益人名簿記載期間及分配基準日應由經理公司事先公告。
3.本基金之可分配收益，經金管會核准辦理公開發行公司之簽證會計師出具複核報告書後，即得進行分配，惟若可分配收益來源涉及資本利得時，應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配。",111
0050,元大台灣50,111年01月21日,111年01月29日,111年03月04日,3.2,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣36.98元。",111
006203,元大MSCI台灣,111年01月21日,111年01月29日,111年03月02日,1.4,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位之可分配收益，係指以本基金每受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣30元。",111
00728,第一金工業30,111年01月20日,111年01月28日,111年03月02日,1.99,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金投資所得之現金股利扣除本基金應負擔之費用後之可分配收益，且不需扣除已實現及未實現之資本損失；
2.若其他投資所得之利息收入加計已實現資本利得扣除已實現資本損失後餘額為正數時，經理公司得於扣除本基金應負擔之費用後，決定併入可分配之收益金額。",111
00701,國泰股利精選30,111年01月18日,111年01月24日,111年02月25日,1.65,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本基金投資所得之現金股利扣除本基金應負擔之各項成本費用後，為本基金之可分配收益。
2.前款可分配收益若另增配其他投資於中華民國境內所得之利息所得、租賃所得、已實現資本利得扣除資本損失與本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。",111
00702,國泰標普低波高息,111年01月18日,111年01月24日,111年02月25日,0.27,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本基金非投資中華民國及中國大陸地區(不含港澳地區) 所得之現金股利扣除本基金應負擔之各項成本費用後，為本基金之可分配收益。
2.前款可分配收益若另增配其他非投資中華民國及中國大陸地區(不含港澳地區)所得之利息所得、租賃所得、已實現資本利得扣除資本損失與本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。",111
00714,群益道瓊美國地產,111年01月18日,111年01月24日,111年02月22日,0.419,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境外(除大陸地區外)所得之利息收入、現金股利、ETF收益分配、子基金收益分配等收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額。
2.前款可分配收益若另增配其他投資於中華民國境外所得之已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本契約第五條第一項第二款所列本基金每受益權單位之發行價格。
3.經理公司得依收益之情況自行決定每季分配之金額，故每季分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入次季之可分配收益。",111
00717,富邦美國特別股,111年01月18日,111年01月24日,111年02月25日,0.139,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具查核簽證報告後，始得分配(倘可分配收益未涉及資本利得，得以簽證會計師出具覆核報告後進行分配)：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境外所得之現金股利、利息收入、基金收益分配、其他收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司有權調整可分配收益金額。
2.前款可分配收益若另增配其他投資於中華民國境外所得之已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當季每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。經理公司有權在上述條件範圍內調整可分配收益金額。",111
00735,國泰臺韓科技,111年01月18日,111年01月24日,111年02月25日,1.05,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本基金非投資中國大陸地區(不含港澳地區)所得之現金股利扣除本基金應負擔之各項成本費用後，為本基金之可分配收益。
2.前款可分配收益若另增配其他非投資中國大陸地區(不含港澳地區)所得之利息所得、租賃所得、已實現資本利得扣除資本損失與本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。",111
00736,國泰富時新興市場,111年01月18日,111年01月24日,111年02月25日,0.28,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本基金非投資中國大陸地區(不含港澳地區)所得之現金股利扣除本基金應負擔之各項成本費用後，為本基金之可分配收益。
2.前款可分配收益若另增配其他非投資中國大陸地區(不含港澳地區)所得之利息所得、租賃所得、已實現資本利得扣除資本損失與本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。",111
00770,國泰北美科技,111年01月18日,111年01月24日,111年02月25日,1.95,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本基金非投資中華民國及中國大陸地區(不含港澳地區) 所得之現金股利扣除本基金應負擔之各項成本費用後，為本基金之可分配收益。
2.前款可分配收益若另增配其他非投資中華民國及中國大陸地區(不含港澳地區)所得之利息所得、租賃所得、已實現資本利得扣除資本損失與本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。",111
00830,國泰費城半導體,111年01月18日,111年01月24日,111年02月25日,2.8,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本基金非投資中華民國及中國大陸地區(不含港澳地區) 所得之現金股利扣除本基金應負擔之各項成本費用後，為本基金之可分配收益。
2.前款可分配收益若另增配其他非投資中華民國及中國大陸地區(不含港澳地區)所得之利息所得、租賃所得、已實現資本利得扣除資本損失與本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。",111
00881,國泰台灣5G+,111年01月18日,111年01月24日,111年02月25日,0.59,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本基金投資所得之現金股利、稅後利息收入及基金收益分配，扣除本基金應負擔之各項成本費用後，為本基金之可分配收益，其他所得如符合2規定者，得由經理公司決定是否增配。上述可分配收益，由經理公司依公開說明書規定之時間，決定分配金額並進行收益分配，惟如經理公司認為必要時，可於分配前隨時修正收益分配金額。
2.前述可分配收益若另增配已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於每受益權單位之發行價格。",111
00882,中信中國高股息,111年01月18日,111年01月24日,111年02月21日,0.36,"1.本基金每受益權單位可分配之收益，係指
(一)本基金投資中華民國境內外所得之現金股利及子基金收益分配扣除本基金應負擔之費用且不需扣除已實現及未實現之資本損失。
(二) 前款可分配收益若另增配其他投資於中華民國境內外已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第三條第一項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約所列本基金每受益權單位之發行價格。
2.本基金成立日起滿九十個日曆日(含)後，經理公司應按收益評價日(即每年六月、十二月最後一個日曆日)之本基金淨資產價值及收入情況進行收益分配之評價。經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。但本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下一次之可分配收益。經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，並於每收益評價日後四十五個營業日內分配收益予受益人。停止變更受益人名簿記載期間及分配基準日應由經理公司事先公告。
3.本基金之可分配收益，經金管會核准辦理公開發行公司之簽證會計師出具複核報告書後，即得進行分配，惟若可分配收益來源涉及資本利得時，應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配。",111
00742,新光內需收益,110年12月30日,111年01月08日,111年02月09日,1.1,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：
本基金每受益權單位可分配之收益，係指以本基金每受益權單位投資於中華民國境內所得之現金股利、利息收入等收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額；
前款可分配收益若另增配其他投資於中華民國境內所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)與本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。",110
00710B,FH彭博高收益債,110年12月21日,110年12月27日,111年01月19日,0.24,"1.本基金投資中華民國及大陸地區以外地區所得之下列各款收益，做為本基金之可分配收益：
(1)除息交易日前（不含當日）之利息收入及收益平準金扣除本基金應負擔之費用。
(2)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現資本損失)及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。
2.經理公司應按季依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次季之可分配收益。如欲分配本基金信託契約第17條第1項第2款之可分配收益，則本基金於收益分配評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格(即新臺幣貳拾元)。
3.本基金可分配收益之分配，每季分配之情形，應經金管會核准辦理公開發行公司之簽證會計師出具收益分配複核報告後，於次季季底前指示基金保管機構分配之。",110
00711B,FH彭博新興債,110年12月21日,110年12月27日,111年01月19日,0.18,"1.本基金投資中華民國及大陸地區以外地區所得之下列各款收益，做為本基金之可分配收益：
(1)除息交易日前（不含當日）之利息收入及收益平準金扣除本基金應負擔之費用。
(2)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現資本損失)及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。
2.經理公司應按季依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次季之可分配收益。如欲分配本基金信託契約第17條第1項第2款之可分配收益，則本基金於收益分配評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格(即新臺幣貳拾元)。
3.本基金可分配收益之分配，每季分配之情形，應經金管會核准辦理公開發行公司之簽證會計師出具收益分配複核報告後，於次季季底前指示基金保管機構分配之。",110
00712,FH富時不動產,110年12月21日,110年12月27日,111年01月19日,0.187,"1.本基金投資中華民國及大陸地區以外地區所得之下列各款收益，做為本基金之可分配收益：
(1)除息交易日前（不含當日）之利息收入、現金股利、子基金(含ETF)
收益分配及收益平準金扣除本基金應負擔之費用。
(2)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現資本損失)及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。
2.經理公司應按季依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次季之可分配收益。如欲分配本基金信託契約第17條第1項第2款之可分配收益，則本基金於收益分配評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格(即新臺幣貳拾元)。
3.本基金可分配收益之分配，每季分配之情形，應經金管會核准辦理公開發行公司之簽證會計師出具收益分配複核報告後，於次季季底前指示基金保管機構分配之。",110
00690,兆豐藍籌30ETF,110年11月26日,110年12月04日,110年12月27日,0.84,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：
(一)本基金每受益權單位可分配之收益，係指以本基金投資所得之現金股利扣除本基金應負擔之費用後之可分配收益，且不需扣除已實現及未實現之資本損失；
(二)若其他投資所得之利息收入加計已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)後餘額為正數時，經理公司得於扣除本基金應負擔之費用後，決定併入可分配之收益金額。",110
0051,元大中型100,110年11月19日,110年11月27日,110年12月20日,1.75,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實 現資本利得扣除資本損失 (包括已實現及未實現之資本損失 )及本基金應負擔之費用時， 則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前 (不含當日 )每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分 配收益之餘額，不得低於本基金成立日前 (不含當日 )每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣26.12元。",110
0053,元大電子,110年11月19日,110年11月27日,110年12月20日,1.7,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣30元。",110
0054,元大台商50,110年11月19日,110年11月27日,110年12月20日,0.7,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣25元。",110
0055,元大MSCI金融,110年11月19日,110年11月27日,110年12月20日,0.75,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之現金股利及本基金因出借股票而由借券人返還之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、已實現股票股利、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第二項所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣15元。",110
00713,元大台灣高息低波,110年11月19日,110年11月27日,110年12月20日,3.15,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境內所得之現金股利、利息收入、子基金收益分配、本基金因出借有價證券而由借券人返還之現金股利及租賃所得等收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額。
2.前款可分配收益若另增配其他投資於中華民國境內所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣30元。",110
00771,元大US高息特別股,110年11月19日,110年11月27日,110年12月20日,0.19,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境外所得之現金股利、利息收入及基金收益分配扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配本基金中華民國境外投資所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之各項費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣20元。",110
00850,元大臺灣ESG永續,110年11月19日,110年11月27日,110年12月23日,1.05,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境內所得之現金股利、利息收入、子基金收益分配及本基金因出借有價證券而由借券人返還之現金股利及租賃所得等收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額。
2.前款可分配收益若另增配其他投資於中華民國境內所得之已實現股票股利、已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。
前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣20元。",110
00775B,新光投等債15+,110年11月18日,110年11月26日,110年12月17日,0.3,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：
(一)本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境外所得之利息收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額。
(二)前款可分配收益若另增配其他投資於中華民國境外所得之已實現資本利得扣除已實現資本損失及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格(即新臺幣肆拾元)。",110
00731,FH富時高息低波,110年11月17日,110年11月23日,110年12月14日,4.3,"1.本基金投資中華民國境內所得之下列各款收益，做為本基金之可
分配收益：
(1)除息交易日前（不含當日）之利息收入、現金股利、子基金(含ETF)收益分配、租賃所得及收益平準金扣除本基金應負擔之費用。
(2)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現資本損失)及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。
2.經理公司應每年依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次年之可分配收益。如欲分配本基金信託契約第17條第1項第2款之可分配收益，則本基金於收益分配評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格(即新臺幣伍拾元)。
3.本基金可分配收益之分配，每年分配之情形，應經金管會核准辦理公開發行公司之簽證會計師出具收益分配複核報告後，於次年四月底前指示基金保管機構分配之。",110
006208,富邦台 50,110年11月16日,110年11月22日,110年12月17日,1.641,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配(倘可分配收益未涉及資本利得，得以簽證會計師出具覆核報告後進行分配)：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所得之已發放現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息所得、租賃所得、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。",110
00692,富邦公司治理,110年11月16日,110年11月22日,110年12月17日,1.798,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具查核簽證報告後，始得分配(倘可分配收益未涉及資本利得，得以簽證會計師出具覆核報告後進行分配)：
1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資所 得之現金股利扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；
2.前款可分配收益若另增配其他投資所得之利息收入、基金收益分配、可歸屬並開立憑單之其他收入、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。經理公司有權在上述條件範圍內調整可分配收益金額。",110
0087,國泰永續高股息,110年11月16日,110年11月22日,110年12月17日,,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本子基金投資所得之現金股利、稅後利息收入及基金收益分配，扣除本子基金應負擔之各項成本費用後，為本子基金之可分配收益，其他所得如符合2規定者，得由經理公司決定是否增配。上述可分配收益，由經理公司依公開說明書規定進行收益分配，惟如經理公司認為必要時，可於分配前隨時修正收益配金額。
2.前述可分配收益若另增配已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本子基金應負擔之費用時，則本子基金於收益分配評價日之每受益權單位之淨資產價值應高於信託契約第5條第2項所列本子基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於每受益權單位之發行價格。",110
00878,國泰永續高股息,110年11月16日,110年11月22日,110年12月17日,0.28,"本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師出具核閱報告後，始得分配：
1.本子基金投資所得之現金股利、稅後利息收入及基金收益分配，扣除本子基金應負擔之各項成本費用後，為本子基金之可分配收益，其他所得如符合2規定者，得由經理公司決定是否增配。上述可分配收益，由經理公司依公開說明書規定進行收益分配，惟如經理公司認為必要時，可於分配前隨時修正收益分配金額。
2.前述可分配收益若另增配已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本子基金應負擔之費用時，則本子基金於收益分配評價日之每受益權單位之淨資產價值應高於信託契約第5條第2項所列本子基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於每受益權單位之發行價格。",110
