出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,其他綜合損益（淨額）,利息以外淨損益,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,收入,支出,其他綜合損益
114/10/28,113,4,9906,欣巴巴,4374612.00,3042325.00,546037.00,786250.00,-61070.00,,153201.00,,--,--,571979.00,,--,571979.00,571979.00,--,--,571979.00,--,--,6.55,,,,,,,,571979.00,,,,,,,725180.00,,,--,--,1332287.00,--,--,1332287.00,--,--,,,,,,,,,
114/10/28,113,4,9907,統一實,44859298.00,39384395.00,3244006.00,2230897.00,-3125.00,,766663.00,,--,--,1461109.00,,--,2252522.00,1532756.00,--,-71647.00,2287917.00,--,-35395.00,0.97,,,,,,,,1461109.00,,,,,,,2227772.00,,,--,--,5474903.00,--,--,5474903.00,--,791413.00,,,,,,,,,
114/10/28,113,4,9908,大台北,3317860.00,2568299.00,285351.00,462280.00,597991.00,,151051.00,,--,--,909220.00,,--,1004356.00,856379.00,--,52841.00,924732.00,--,79624.00,1.71,,,,,,,,909220.00,,,,,,,1060271.00,,,--,--,749561.00,--,--,749561.00,-1930.00,95136.00,,,,,,,,,
114/10/28,113,4,9910,豐泰,87487470.00,67674019.00,12422386.00,7391065.00,1190981.00,,2316489.00,,--,--,6265557.00,,--,8430920.00,5869538.00,--,396019.00,7930644.00,--,500276.00,5.94,,,,,,,,6265557.00,,,,,,,8582046.00,,,--,--,19813451.00,--,--,19813451.00,--,2165363.00,,,,,,,,,
114/10/28,113,4,9911,櫻花,9600869.00,6201887.00,1935379.00,1463603.00,163147.00,,334630.00,,--,--,1292120.00,,--,1393598.00,1300674.00,--,-8554.00,1402152.00,--,-8554.00,5.94,,,,,,,,1292120.00,,,,,,,1626750.00,,,--,--,3398982.00,--,--,3398982.00,--,101478.00,,,,,,,,,
114/10/28,113,4,9912,偉聯,504532.00,306711.00,260163.00,-62342.00,-2622.00,,-595.00,,--,--,-64369.00,,--,-61505.00,-51645.00,--,-12724.00,-48781.00,--,-12724.00,-0.98,,,,,,,,-64369.00,,,,,,,-64964.00,,,--,--,197821.00,--,--,197821.00,--,2864.00,,,,,,,,,
114/10/28,113,4,9914,美利達,29633132.00,24252901.00,2315675.00,3032975.00,-3765633.00,,33516.00,,--,--,-766174.00,,--,212572.00,-699103.00,--,-67071.00,271056.00,--,-58484.00,-2.34,,,,,,,,-766174.00,,,,,,,-732658.00,,,--,--,5380231.00,31581.00,--,5348650.00,--,978746.00,,,,,,,,,
114/10/28,113,4,9917,中保科,17859305.00,12043548.00,2949563.00,2866194.00,638244.00,,611238.00,,0.00,--,2893200.00,,--,2725051.00,2845307.00,--,47893.00,2671386.00,--,53665.00,6.42,,,,,,,,2893200.00,,,,,,,3504438.00,,,--,--,5815757.00,--,--,5815757.00,--,-168149.00,,,,,,,,,
114/10/28,113,4,9918,欣天然,1992727.00,1401206.00,270786.00,320735.00,147173.00,,70496.00,,--,--,397412.00,,--,408618.00,397412.00,--,--,408618.00,--,--,2.23,,,,,,,,397412.00,,,,,,,467908.00,,,--,--,591521.00,--,--,591521.00,--,11206.00,,,,,,,,,
114/10/28,113,4,9919,康那香,2937257.00,2595578.00,615322.00,-273643.00,-59478.00,,35344.00,,--,--,-368465.00,,--,-262213.00,-368465.00,--,--,-262213.00,--,--,-1.89,,,,,,,,-368465.00,,,,,,,-333121.00,,,--,--,341679.00,--,--,341679.00,--,106252.00,,,,,,,,,
114/10/28,113,4,9921,巨大,71278772.00,57744734.00,11675553.00,1858485.00,498537.00,,876918.00,,--,--,1480104.00,,--,2332858.00,1264013.00,--,216091.00,1994808.00,--,338050.00,3.22,,,,,,,,1480104.00,,,,,,,2357022.00,,,--,--,13534038.00,--,--,13534038.00,--,852754.00,,,,,,,,,
114/10/28,113,4,9924,福興,8039380.00,6129586.00,952850.00,956944.00,266162.00,,306606.00,,--,--,916500.00,,--,1067758.00,909515.00,--,6985.00,1070216.00,--,-2458.00,4.83,,,,,,,,916500.00,,,,,,,1223106.00,,,--,--,1909794.00,--,--,1909794.00,--,151258.00,,,,,,,,,
114/10/28,113,4,9925,新保,7845822.00,5121678.00,1929925.00,794219.00,316715.00,,169248.00,,--,--,941686.00,,--,1513989.00,885299.00,--,56387.00,1432856.00,--,81133.00,2.30,,,,,,,,941686.00,,,,,,,1110934.00,,,--,--,2724144.00,--,--,2724144.00,--,572303.00,,,,,,,,,
114/10/28,113,4,9926,新海,2332049.00,1702135.00,171921.00,462052.00,113871.00,,101425.00,,--,--,474498.00,,--,570778.00,474498.00,--,--,570778.00,--,--,2.64,,,,,,,,474498.00,,,,,,,575923.00,,,--,--,629914.00,--,--,629914.00,4059.00,96280.00,,,,,,,,,
114/10/28,113,4,9927,泰銘,8553557.00,7324463.00,266274.00,962820.00,362554.00,,270334.00,,--,--,1055040.00,,--,1095771.00,1052318.00,--,2722.00,1093091.00,--,2680.00,6.29,,,,,,,,1055040.00,,,,,,,1325374.00,,,--,--,1229094.00,--,--,1229094.00,--,40731.00,,,,,,,,,
114/10/28,113,4,9928,中視,899627.00,789922.00,183634.00,-73929.00,40409.00,,1697.00,,--,--,-35217.00,,--,-61853.00,-35217.00,--,0.00,-61853.00,--,0.00,-0.57,,,,,,,,-35217.00,,,,,,,-33520.00,,,--,--,109705.00,--,--,109705.00,--,-26636.00,,,,,,,,,
114/10/28,113,4,9929,秋雨,654870.00,588430.00,81523.00,-15083.00,-9862.00,,-511.00,,--,--,-24434.00,,--,1051.00,-13859.00,--,-10575.00,11626.00,--,-10575.00,-0.14,,,,,,,,-24434.00,,,,,,,-24945.00,,,--,--,66440.00,--,--,66440.00,--,25485.00,,,,,,,,,
114/10/28,113,4,9930,中聯資源,13290553.00,11293607.00,522123.00,1474823.00,-6231.00,,285403.00,,--,--,1183189.00,,--,1126737.00,1159134.00,--,24055.00,1100815.00,--,25922.00,4.66,,,,,,,,1183189.00,,,,,,,1468592.00,,,--,--,1996946.00,--,--,1996946.00,--,-56452.00,,,,,,,,,
114/10/28,113,4,9931,欣高,1948285.00,1528160.00,123822.00,296303.00,129006.00,,65757.00,,--,--,359552.00,,--,550893.00,344134.00,--,15418.00,529625.00,--,21268.00,2.86,,,,,,,,359552.00,,,,,,,425309.00,,,--,--,420125.00,--,--,420125.00,--,191341.00,,,,,,,,,
114/10/28,113,4,9933,中鼎,119924617.00,113326658.00,2267450.00,4330509.00,49131.00,,1444724.00,,--,--,2934916.00,,--,3219101.00,1942383.00,--,992533.00,2195665.00,--,1023436.00,2.43,,,,,,,,2934916.00,,,,,,,4379640.00,,,--,--,6597959.00,--,--,6597959.00,--,284185.00,,,,,,,,,
114/10/28,113,4,9934,成霖,18161444.00,11984959.00,5593132.00,583353.00,54486.00,,167826.00,,--,--,470013.00,,--,959756.00,470013.00,--,0.00,959756.00,--,0.00,1.15,,,,,,,,470013.00,,,,,,,637839.00,,,--,--,6176485.00,--,--,6176485.00,--,489743.00,,,,,,,,,
114/10/28,113,4,9935,慶豐富,5399082.00,4085112.00,747042.00,566928.00,-20686.00,,130779.00,,--,--,415463.00,,--,491606.00,415463.00,--,--,491606.00,--,--,2.39,,,,,,,,415463.00,,,,,,,546242.00,,,--,--,1313970.00,--,--,1313970.00,--,76143.00,,,,,,,,,
114/10/28,113,4,9937,全國,24033254.00,21261291.00,1992164.00,779799.00,142054.00,,183758.00,,--,--,738095.00,,--,800391.00,738095.00,--,0.00,800391.00,--,0.00,2.39,,,,,,,,738095.00,,,,,,,921853.00,,,--,--,2771963.00,--,--,2771963.00,--,62296.00,,,,,,,,,
114/10/28,113,4,9938,百和,15458568.00,9816730.00,2885041.00,2756797.00,-473105.00,,685241.00,,--,--,1598451.00,,--,2204850.00,1416141.00,--,182310.00,1930653.00,--,274197.00,4.75,,,,,,,,1598451.00,,,,,,,2283692.00,,,--,--,5641838.00,--,--,5641838.00,--,606399.00,,,,,,,,,
114/10/28,113,4,9939,宏全,28408164.00,22142337.00,2720768.00,3545059.00,105832.00,,691392.00,,--,--,2959499.00,,--,3883041.00,2833665.00,--,125834.00,3745003.00,--,138038.00,9.80,,,,,,,,2959499.00,,,,,,,3650891.00,,,--,--,6265827.00,--,--,6265827.00,--,923542.00,,,,,,,,,
114/10/28,113,4,9940,信義,12781951.00,9123883.00,1860339.00,1797729.00,416120.00,,407286.00,,--,--,1806563.00,,--,2623767.00,1784390.00,--,22173.00,2601090.00,--,22677.00,2.42,,,,,,,,1806563.00,,,,,,,2213849.00,,,--,--,3658068.00,--,--,3658068.00,--,817204.00,,,,,,,,,
114/10/28,113,4,9941,裕融,41471247.00,21333742.00,13843893.00,6293612.00,639597.00,,1840019.00,,--,--,5093190.00,,--,5763653.00,5102489.00,--,-9299.00,5672027.00,--,91626.00,8.88,,,,,,,,5093190.00,,,,,,,6933209.00,,,--,--,20137505.00,--,--,20137505.00,--,670463.00,,,,,,,,,
114/10/28,113,4,9942,茂順,3923456.00,2342050.00,602510.00,979332.00,58553.00,,317060.00,,--,--,720825.00,,--,797029.00,720814.00,--,11.00,796853.00,--,176.00,8.67,,,,,,,,720825.00,,,,,,,1037885.00,,,--,--,1581406.00,--,436.00,1581842.00,--,76204.00,,,,,,,,,
114/10/28,113,4,9943,好樂迪,2602683.00,1253367.00,890057.00,459259.00,312658.00,,109164.00,,--,--,662753.00,,--,673442.00,654866.00,--,7887.00,665555.00,--,7887.00,7.74,,,,,,,,662753.00,,,,,,,771917.00,,,--,--,1349316.00,--,--,1349316.00,--,10689.00,,,,,,,,,
114/10/28,113,4,9944,新麗,2313098.00,1622778.00,585027.00,105293.00,-984.00,,75630.00,,--,--,28679.00,,--,183544.00,5258.00,--,23421.00,155458.00,--,28086.00,0.05,,,,,,,,28679.00,,,,,,,104309.00,,,--,--,690320.00,--,--,690320.00,--,154865.00,,,,,,,,,
114/10/28,113,4,9945,潤泰新,31817184.00,23202429.00,2318328.00,6296427.00,16113410.00,,2505020.00,,--,--,19904817.00,,--,14705737.00,16562974.00,--,3341843.00,11052644.00,--,3653093.00,6.07,,,,,,,,19904817.00,,,,,,,22409837.00,,,--,--,8614755.00,--,--,8614755.00,--,-5199080.00,,,,,,,,,
114/10/28,113,4,9946,三發地產,2030854.00,1315779.00,253752.00,461323.00,11539.00,,97546.00,,--,--,375316.00,,--,457997.00,375316.00,--,--,457997.00,--,--,1.15,,,,,,,,375316.00,,,,,,,472862.00,,,--,--,715075.00,--,--,715075.00,--,82681.00,,,,,,,,,
114/10/28,113,4,9955,佳龍,1195465.00,1193878.00,136257.00,-134670.00,-28555.00,,0.00,,--,--,-163225.00,,--,-159625.00,-163225.00,--,0.00,-159625.00,--,0.00,-1.58,,,,,,,,-163225.00,,,,,,,-163225.00,,,--,--,1587.00,--,--,1587.00,--,3600.00,,,,,,,,,
114/10/28,113,4,9958,世紀鋼,12474553.00,8958097.00,545108.00,2971348.00,-37290.00,,574186.00,,--,--,2359872.00,,--,2578419.00,1759165.00,--,600707.00,1969968.00,--,608451.00,6.93,,,,,,,,2359872.00,,,,,,,2934058.00,,,--,--,3516456.00,--,--,3516456.00,--,218547.00,,,,,,,,,
114/10/28,113,2,2855,統一證,,,,,,,265669.00,,--,--,3075484.00,,--,3569574.00,,--,,3558833.00,--,10741.00,2.11,,,,,,,,3075484.00,,494090.00,7598477.00,4799449.00,2799028.00,542125.00,3341153.00,3069644.00,5840.00,,,,,,,,,,,,,,,,,
114/10/28,113,2,6005,群益證,,,,,,,369787.00,,--,--,2870923.00,,--,2764171.00,,--,,2473392.00,--,290779.00,1.20,,,,,,,,2870923.00,,-106752.00,8364536.00,6568787.00,1795749.00,1444961.00,3240710.00,2605748.00,265175.00,,,,,,,,,,,,,,,,,
114/10/28,113,2,6024,群益期,,,,,,,141838.00,,--,--,609935.00,,--,668792.00,,--,,668103.00,--,689.00,2.90,,,,,,,,609935.00,,58857.00,1213795.00,1216622.00,-2827.00,754600.00,751773.00,609331.00,604.00,,,,,,,,,,,,,,,,,
114/10/28,113,3,1409,新纖,,,,,,,477273.00,,--,,1838181.00,,,3372499.00,1340720.00,--,497461.00,2714814.00,--,657685.00,0.83,,,,,,,,1838181.00,,,,,,,,,,,,,,,,,,,2315454.00,,,,,33948486.00,31633032.00,1534318.00
114/10/28,113,3,1718,中纖,,,,,,,1180827.00,,--,,5113619.00,,,6485044.00,293693.00,--,4819926.00,956632.00,--,5528412.00,0.22,,,,,,,,5113619.00,,,,,,,,,,,,,,,,,,,6294446.00,,,,,32471594.00,26177148.00,1371425.00
114/10/28,113,3,2207,和泰車,,,,,,,2649275.00,,--,,18851589.00,,,20215363.00,16037343.00,--,2814246.00,17117983.00,--,3097380.00,28.79,,,,,,,,18851589.00,,,,,,,,,,,,,,,,,,,21500864.00,,,,,211618624.00,190117760.00,1363774.00
114/10/28,113,3,2905,三商,,,,,,,-1991286.00,,--,,3898102.00,,,3246972.00,1677560.00,--,2220542.00,1409950.00,--,1837022.00,1.57,,,,,,,,3898102.00,,,,,,,,,,,,,,,,,,,1906816.00,,,,,142037004.00,140130188.00,-651130.00
114/10/28,113,3,1240,茂生農經,2132889.00,1888849.00,183377.00,114765.00,30132.00,,30581.00,,--,--,114316.00,,--,570394.00,127102.00,--,-12786.00,583180.00,--,-12786.00,3.07,,,,,,,,114316.00,,,,,,,144897.00,,,10836.00,43266.00,298142.00,--,--,298142.00,--,456078.00,,,,,,,,,
114/10/28,113,3,1259,安心,4571195.00,3528302.00,1023320.00,19573.00,52108.00,,9454.00,,--,--,62227.00,,--,119640.00,71758.00,--,-9531.00,128829.00,--,-9189.00,2.22,,,,,,,,62227.00,,,,,,,71681.00,,,--,--,1042893.00,--,--,1042893.00,--,57413.00,,,,,,,,,
114/10/28,113,3,1264,德麥,4924106.00,3336429.00,744946.00,842731.00,21690.00,,192958.00,,--,--,671463.00,,--,770950.00,580611.00,--,90852.00,640985.00,--,129965.00,15.67,,,,,,,,671463.00,,,,,,,864421.00,,,--,--,1587677.00,--,--,1587677.00,--,99487.00,,,,,,,,,
114/10/28,113,3,1268,漢來美食,4426194.00,2408706.00,1608459.00,409029.00,-4117.00,,77776.00,,--,--,327136.00,,--,346466.00,327136.00,--,--,346466.00,--,--,7.75,,,,,,,,327136.00,,,,,,,404912.00,,,--,--,2017488.00,--,--,2017488.00,--,19330.00,,,,,,,,,
114/10/28,113,3,1294,漢田生技,595387.00,350186.00,84424.00,160777.00,-3141.00,,32984.00,,--,--,124652.00,,--,124652.00,124843.00,--,-191.00,124843.00,--,-191.00,4.94,,,,,,,,124652.00,,,,,,,157636.00,,,--,--,245201.00,--,--,245201.00,--,--,,,,,,,,,
114/10/28,113,3,1295,生合,743027.00,329819.00,226827.00,186381.00,16527.00,,54691.00,,--,--,148217.00,,--,164161.00,148217.00,--,--,164161.00,--,--,4.73,,,,,,,,148217.00,,,,,,,202908.00,,,--,--,413208.00,--,--,413208.00,--,15944.00,,,,,,,,,
114/10/28,113,3,1336,台翰,1862369.00,1528231.00,180186.00,153952.00,31707.00,,67048.00,,--,--,118611.00,,--,181443.00,118611.00,--,--,181443.00,--,--,1.53,,,,,,,,118611.00,,,,,,,185659.00,,,--,--,334138.00,--,--,334138.00,--,62832.00,,,,,,,,,
114/10/28,113,3,1565,精華,3320177.00,2450955.00,305974.00,563248.00,96222.00,,138627.00,,--,--,520843.00,,--,521523.00,520843.00,--,--,521523.00,--,--,10.33,,,,,,,,520843.00,,,,,,,659470.00,,,--,--,869222.00,--,0.00,869222.00,--,680.00,,,,,,,,,
114/10/28,113,3,1569,濱川,2239589.00,2130121.00,389097.00,-279629.00,101728.00,,805.00,,--,--,-178706.00,,--,-28531.00,-194755.00,--,16049.00,-56196.00,--,27665.00,-1.60,,,,,,,,-178706.00,,,,,,,-177901.00,,,--,--,109468.00,--,--,109468.00,--,150175.00,,,,,,,,,
114/10/28,113,3,1570,力肯,577212.00,412074.00,65001.00,100137.00,11127.00,,21357.00,,--,--,89907.00,,--,137719.00,89907.00,--,0.00,137719.00,--,0.00,1.75,,,,,,,,89907.00,,,,,,,111264.00,,,--,--,165138.00,--,--,165138.00,--,47812.00,,,,,,,,,
114/10/28,113,3,1580,新麥,3414012.00,1923866.00,814756.00,675390.00,94424.00,,232105.00,,--,--,537709.00,,--,647511.00,505525.00,--,32184.00,609539.00,--,37972.00,10.06,,,,,,,,537709.00,,,,,,,769814.00,,,--,--,1490146.00,--,--,1490146.00,--,109802.00,,,,,,,,,
114/10/28,113,3,1584,精剛,2240026.00,1814913.00,151383.00,273730.00,116600.00,,55991.00,,--,--,334339.00,,--,330516.00,336229.00,--,-1890.00,332406.00,--,-1890.00,1.75,,,,,,,,334339.00,,,,,,,390330.00,,,--,--,425113.00,--,--,425113.00,--,-3823.00,,,,,,,,,
114/10/28,113,3,1586,和勤,1916892.00,1608090.00,263695.00,45107.00,-4377.00,,6259.00,,--,--,34471.00,,--,93771.00,34471.00,--,--,93771.00,--,--,0.42,,,,,,,,34471.00,,,,,,,40730.00,,,--,--,308802.00,--,--,308802.00,--,59300.00,,,,,,,,,
114/10/28,113,3,1591,駿吉-KY,162749.00,167230.00,47878.00,-52359.00,-5859.00,,-6640.00,,--,--,-51578.00,,--,6135.00,-51578.00,--,--,6135.00,--,--,-1.43,,,,,,,,-51578.00,,,,,,,-58218.00,,,--,--,-4481.00,--,--,-4481.00,--,57713.00,,,,,,,,,
114/10/28,113,3,1593,祺驊,795948.00,540989.00,196649.00,58310.00,26844.00,,24256.00,,--,--,60898.00,,--,71907.00,40086.00,--,20812.00,51095.00,--,20812.00,1.01,,,,,,,,60898.00,,,,,,,85154.00,,,--,--,254959.00,--,--,254959.00,--,11009.00,,,,,,,,,
114/10/28,113,3,1595,川寶,677161.00,499718.00,220750.00,-43307.00,50139.00,,15450.00,,--,--,-8618.00,,--,-1839.00,-5069.00,--,-3549.00,1710.00,--,-3549.00,-0.11,,,,,,,,-8618.00,,,,,,,6832.00,,,--,--,177443.00,--,--,177443.00,--,6779.00,,,,,,,,,
114/10/28,113,3,1599,宏佳騰,1807205.00,1373936.00,375878.00,57391.00,26655.00,,15712.00,,--,--,68334.00,,--,60250.00,68988.00,--,-654.00,60904.00,--,-654.00,0.94,,,,,,,,68334.00,,,,,,,84046.00,,,--,--,433269.00,--,--,433269.00,--,-8084.00,,,,,,,,,
114/10/28,113,3,1742,台蠟,185812.00,140068.00,100356.00,-54612.00,169796.00,,1771.00,,--,--,113413.00,,--,115095.00,113413.00,--,--,115095.00,--,--,1.22,,,,,,,,113413.00,,,,,,,115184.00,,,--,--,45744.00,--,--,45744.00,--,1682.00,,,,,,,,,
114/10/28,113,3,1777,生泰,943393.00,586466.00,99554.00,257373.00,120349.00,,75714.00,,--,--,302008.00,,--,302088.00,--,--,--,--,--,--,6.77,,,,,,,,302008.00,,,,,,,377722.00,,,--,--,356927.00,--,--,356927.00,--,80.00,,,,,,,,,
114/10/28,113,3,1781,合世,545354.00,440231.00,102545.00,2578.00,14641.00,,188.00,,--,--,17031.00,,--,19750.00,17031.00,--,--,19750.00,--,--,0.36,,,,,,,,17031.00,,,,,,,17219.00,,,--,--,105123.00,--,--,105123.00,--,2719.00,,,,,,,,,
114/10/28,113,3,1784,訊聯,893166.00,398414.00,446441.00,48311.00,28309.00,,20941.00,,--,--,55679.00,,--,52866.00,50606.00,--,5073.00,49544.00,--,3322.00,1.00,,,,,,,,55679.00,,,,,,,76620.00,,,--,--,494752.00,--,--,494752.00,--,-2813.00,,,,,,,,,
114/10/28,113,3,1785,光洋科,21532644.00,18628559.00,1111800.00,1792285.00,-230720.00,,307861.00,,--,--,1253704.00,,--,1391557.00,1255557.00,--,-1853.00,1393410.00,--,-1853.00,2.12,,,,,,,,1253704.00,,,,,,,1561565.00,,,--,--,2904085.00,--,--,2904085.00,--,137853.00,,,,,,,,,
114/10/28,113,3,1788,杏昌,3070875.00,2247440.00,483512.00,339923.00,17320.00,,69690.00,,--,--,287553.00,,--,279635.00,287553.00,--,--,279635.00,--,--,6.46,,,,,,,,287553.00,,,,,,,357243.00,,,--,--,823435.00,0.00,0.00,823435.00,--,-7918.00,,,,,,,,,
114/10/28,113,3,1796,金穎生技,366170.00,298276.00,96220.00,-28326.00,2233.00,,-512.00,,--,--,-25581.00,,--,-24736.00,-25581.00,--,--,-24736.00,--,--,-0.62,,,,,,,,-25581.00,,,,,,,-26093.00,,,--,--,67894.00,--,--,67894.00,--,845.00,,,,,,,,,
114/10/28,113,3,1799,易威,386770.00,171141.00,277386.00,-61757.00,-8962.00,,157.00,,--,--,-70876.00,,--,-59815.00,-76596.00,--,5720.00,-65936.00,--,6121.00,-0.64,,,,,,,,-70876.00,,,,,,,-70719.00,,,--,--,215629.00,--,--,215629.00,--,11061.00,,,,,,,,,
114/10/28,113,3,1813,寶利徠,237310.00,265718.00,64275.00,-92683.00,76382.00,,-3949.00,,--,--,-12352.00,,--,-11897.00,-2071.00,--,-10281.00,-1613.00,--,-10284.00,-0.04,,,,,,,,-12352.00,,,,,,,-16301.00,,,--,--,-28408.00,--,--,-28408.00,--,455.00,,,,,,,,,
114/10/28,113,3,1815,富喬,2959818.00,2646738.00,383680.00,-70600.00,-33244.00,,-27238.00,,--,--,-76606.00,,--,-26718.00,-76606.00,--,--,-26718.00,--,--,-0.17,,,,,,,,-76606.00,,,,,,,-103844.00,,,--,--,313080.00,--,--,313080.00,--,49888.00,,,,,,,,,
114/10/28,113,3,2035,唐榮公司,8898683.00,9142693.00,225959.00,-469969.00,23531.00,,--,,--,--,-446438.00,,--,-456881.00,--,--,--,--,--,--,-1.28,,,,,,,,-446438.00,,,,,,,-446438.00,,,--,--,-244010.00,--,--,-244010.00,--,-10443.00,,,,,,,,,
114/10/28,113,3,2061,風青,846792.00,814127.00,44904.00,-12239.00,26512.00,,3074.00,,--,--,11199.00,,--,19045.00,11199.00,--,--,19045.00,--,--,0.24,,,,,,,,11199.00,,,,,,,14273.00,,,--,--,32665.00,--,--,32665.00,--,7846.00,,,,,,,,,
114/10/28,113,3,2063,世鎧,847318.00,651294.00,97596.00,98428.00,-2571.00,,23288.00,,--,--,72569.00,,--,99409.00,72569.00,--,--,99409.00,--,--,1.46,,,,,,,,72569.00,,,,,,,95857.00,,,--,--,196024.00,--,--,196024.00,--,26840.00,,,,,,,,,
114/10/28,113,3,2064,晉椿,1215364.00,1167883.00,85174.00,-37866.00,27195.00,,219.00,,--,--,-10890.00,,--,-4243.00,-11028.00,--,138.00,-4392.00,--,149.00,-0.16,,,,,,,,-10890.00,,,,,,,-10671.00,,,--,--,47481.00,173.00,--,47308.00,--,6647.00,,,,,,,,,
114/10/28,113,3,2065,世豐,1781037.00,1432281.00,159006.00,189750.00,33295.00,,53164.00,,--,--,169881.00,,--,110402.00,169881.00,--,--,110402.00,--,--,2.97,,,,,,,,169881.00,,,,,,,223045.00,,,--,--,348756.00,--,--,348756.00,--,-59479.00,,,,,,,,,
114/10/28,113,3,2066,世德,2130809.00,1399324.00,445497.00,285988.00,51320.00,,77094.00,,--,--,260214.00,,--,263727.00,260214.00,--,0.00,263727.00,--,0.00,6.12,,,,,,,,260214.00,,,,,,,337308.00,,,--,--,731485.00,--,--,731485.00,--,3513.00,,,,,,,,,
114/10/28,113,3,2067,嘉鋼,737272.00,710152.00,131553.00,-104433.00,-12834.00,,-1564.00,,--,--,-115703.00,,--,-106831.00,-93867.00,--,-21836.00,-86040.00,--,-20791.00,-2.08,,,,,,,,-115703.00,,,,,,,-117267.00,,,--,--,27120.00,--,--,27120.00,--,8872.00,,,,,,,,,
114/10/28,113,3,2070,精湛,540582.00,261912.00,180877.00,97793.00,8610.00,,25149.00,,--,--,81254.00,,--,82062.00,81254.00,--,--,82062.00,--,--,2.27,,,,,,,,81254.00,,,,,,,106403.00,,,--,--,278670.00,--,--,278670.00,--,808.00,,,,,,,,,
114/10/28,113,3,2073,雄順,436669.00,366787.00,52423.00,17459.00,-4542.00,,2473.00,,--,--,10444.00,,--,10313.00,--,--,--,--,--,--,0.38,,,,,,,,10444.00,,,,,,,12917.00,,,--,--,69882.00,--,--,69882.00,--,-131.00,,,,,,,,,
114/10/28,113,3,2221,大甲,1009525.00,832112.00,95643.00,81770.00,-752.00,,17345.00,,--,--,63673.00,,--,67655.00,56888.00,--,6785.00,60870.00,0.00,6785.00,1.34,,,,,,,,63673.00,,,,,,,81018.00,,,--,--,177413.00,--,--,177413.00,--,3982.00,,,,,,,,,
114/10/28,113,3,2230,泰茂,1036276.00,670856.00,85648.00,280708.00,16986.00,,30393.00,,--,--,267301.00,,--,291920.00,268567.00,--,-1266.00,292571.00,--,-651.00,5.12,,,,,,,,267301.00,,,,,,,297694.00,,,--,--,365420.00,--,--,365420.00,936.00,24619.00,,,,,,,,,
114/10/28,113,3,2235,謚源,434007.00,329953.00,55573.00,48481.00,41698.00,,16461.00,,--,--,73718.00,,--,73718.00,--,--,--,--,--,--,2.05,,,,,,,,73718.00,,,,,,,90179.00,,,--,--,104054.00,--,--,104054.00,--,0.00,,,,,,,,,
114/10/28,113,3,2596,綠意,285512.00,265147.00,47353.00,-26988.00,2640.00,,8747.00,,--,--,-33095.00,,--,-33095.00,-31677.00,--,-1418.00,-31677.00,--,-1418.00,-0.32,,,,,,,,-33095.00,,,,,,,-24348.00,,,--,--,20365.00,--,--,20365.00,--,--,,,,,,,,,
114/10/28,113,3,2640,大車隊,2225779.00,1160494.00,597189.00,468096.00,6961.00,,99108.00,,--,--,375949.00,,--,375949.00,379817.00,--,-3868.00,379817.00,--,-3868.00,6.41,,,,,,,,375949.00,,,,,,,475057.00,,,--,--,1065285.00,--,--,1065285.00,--,--,,,,,,,,,
114/10/28,113,3,2641,正德,1209861.00,643833.00,64460.00,501568.00,-21584.00,,22684.00,,--,--,457300.00,,--,641064.00,457348.00,--,-48.00,641112.00,--,-48.00,1.51,,,,,,,,457300.00,,,,,,,479984.00,,,--,--,566028.00,--,--,566028.00,--,183764.00,,,,,,,,,
114/10/28,113,3,2643,捷迅,3596092.00,3244493.00,182887.00,168712.00,19232.00,,39085.00,,--,--,148859.00,,--,193870.00,148859.00,--,--,193870.00,--,--,4.25,,,,,,,,148859.00,,,,,,,187944.00,,,--,--,351599.00,--,--,351599.00,--,45011.00,,,,,,,,,
