證券代號,證券簡稱,除息交易日,收益分配基準日,收益分配發放日,收益分配金額 (每1受益權益單位),收益分配標準 (102年度起啟用),公告年度
00919,群益台灣精選高息,114年06月17日,114年06月23日,114年07月11日,0.72,本基金可分配收益，應符合下列規定，並應經金管會核准辦理公開發行公司之簽證會計師出具收益分配核閱報告後，始得分配：(1)本基金每受益權單位可分配之收益，係指以本基金收益分配權最後交易日(即為除息日前一日)受益權單位投資於中華民國境內所得之現金股利、利息收入等收入及收益平準金扣除本基金應負擔之費用。經理公司得依該等收入之情況，決定分配之收益金額。(2)前款可分配收益若另增配其他投資於中華民國境內所得之已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。(3)經理公司得依收益之情況自行決定當次分配之金額或不分配，故每次分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下次之可分配收益。,114
00921,兆豐龍頭等權重,114年06月17日,114年06月23日,114年07月04日,0.12,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：1.除息交易日前(不含當日)之現金股利、利息收入、基金收益分配及收益平準金扣除本基金應負擔之費用。2.前款可分配收益若增配已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。經理公司有權在上述條件範圍內調整可分配收益金額。3.經理公司得依前述可分配收益之情況自行決定每季分配之金額或不分配，每季分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入次期之可分配收益。,114
00934,中信成長高股息,114年06月17日,114年06月23日,114年07月11日,0.028,1.本基金每受益權單位可分配之收益，係指：(一)本基金除息交易日前(不含當日)投資組合之股利收入、利息收入、基金收益分配及收益平準金等收入扣除本基金應負擔之費用且不需扣除已實現及未實現之資本損失。(二)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第三條第一項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約所列本基金每受益權單位之發行價格。2.經理公司應按每月收益評價日(即每月最後日曆日)之本基金淨資產價值及收入情況進行收益分配之評價，據以作為收益分配期前公告之依據，本基金訂定首次收益評價日為一百一十三年六月三十日。經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。但本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下一次之可分配收益。經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，並於每收益評價日後四十五個營業日內分配收益予受益人。停止變更受益人名簿記載期間及分配基準日應由經理公司事先公告。3.本基金之可分配收益，經金管會核准辦理公開發行公司之簽證會計師出具複核報告書後，即得進行分配，惟若可分配收益來源涉及資本利得時，應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配。,114
00945B,凱基美國非投等債,114年06月17日,114年06月23日,114年07月11日,0.1,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配（倘可分配收益未涉及資本利得，得以簽證會計師出具核閱報告後進行分配）：1.本基金投資中華民國及大陸地區以外地區所得之下列各目收益，做為本基金可分配收益：(1)除息交易日前(不含當日)利息收入及收益平準金扣除本基金應負擔之費用。(2)前目可分配收益若增配已實現資本利得扣除資本損失(包括已實現及未實現資本損失)及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。2.經理公司應按月依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次月可分配收益。,114
00952,凱基台灣AI50,114年06月17日,114年06月23日,114年07月11日,0.02,本基金每受益權單位可分配之收益，係指：(1)除息交易日前（不含當日）之現金股利、利息收入、基金收益分配、本基金因出借有價證券而由借券人返還之現金股利、租賃所得及收益平準金，扣除本基金應負擔之費用。(2)若增配已實現資本利得扣除資本損失（包括已實現及未實現資本損失）及本基金應負擔費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前（不含當日）每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前（不含當日）每受益權單位之發行價格。2.經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入次月可分配收益。3.本基金之可分配受益，經金管會核准辦理公開發行公司之簽證會計師出複核報告書後，始得進行分配，惟若可分配受益來源涉及資本利得時，應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配。,114
00963,中信全球高股息,114年06月17日,114年06月23日,114年07月11日,0.055,1.本基金受益權單位投資中華民國境外所得之可分配收益，係指：(一)本基金除息交易日前(不含當日)投資組合之現金股利、稅後利息收入、子基金(含ETF)收益分配及收益平準金等收入，扣除本基金應負擔之費用且不需扣除已實現及未實現之資本損失。(二)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。2.本基金成立日起滿九十個日曆日(含)後，經理公司應按收益評價日(即每月最後日曆日)之本基金淨資產價值及收入情況進行收益分配之評價，據以作為收益分配期前公告之依據。經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。但本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下一次之可分配收益。3.經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，並於每收益評價日後四十五個營業日內(含)分配收益予受益人。停止變更受益人名簿記載期間及分配基準日應由經理公司事先公告。4.本基金每受益權單位之可分配收益，應經金管會核准辦理公開發行公司之簽證會計師出具查核簽證報告後，始得分配。惟如收益分配內容未涉及資本利得時，經簽證會計師出具複核報告後即得進行分配。,114
00964,中信亞太高股息,114年06月17日,114年06月23日,114年07月11日,0.043,1.本基金受益權單位投資中華民國境內外所得之可分配收益，係指：(一)本基金除息交易日前(不含當日)投資組合之現金股利、稅後利息收入、子基金(含ETF)收益分配及收益平準金等收入，扣除本基金應負擔之費用且不需扣除已實現及未實現之資本損失。(二)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。2.本基金成立日起滿九十個日曆日(含)後，經理公司應按收益評價日(即每月最後日曆日)之本基金淨資產價值及收入情況進行收益分配之評價，據以作為收益分配期前公告之依據。經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。但本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下一次之可分配收益。3.經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，並於每收益評價日後四十五個營業日內(含)分配收益予受益人。停止變更受益人名簿記載期間及分配基準日應由經理公司事先公告。4.本基金每受益權單位之可分配收益，應經金管會核准辦理公開發行公司之簽證會計師出具查核簽證報告後，始得分配。惟如收益分配內容未涉及資本利得時，經簽證會計師出具複核報告後即得進行分配。,114
00972,野村日本動能高息,114年06月17日,114年06月23日,114年07月11日,0.05,1.本基金可分配收益，應符合下列規定：(1)本基金每受益權單位可分配之收益，係指以本基金除息交易日前（不含當日）受益權單位投資所得之現金股利、利息收入、基金收益分配、收益平準金、本基金因出借有價證券而由借券人返還之現金股利及借券所得扣除本基金應負擔之費用。經理公司得依該等收入之情況，決定分配之收益金額。(2)前款可分配收益若另增配其他投資所得之已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。(3)經理公司得依收益之情況自行決定每季分配之金額或不分配，故每季分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入次期之可分配收益。2.前項經金管會核准辦理公開發行公司之簽證會計師出具收益分配核閱報告後，始得指示基金保管機構分配之，惟如收益分配內容涉及資本利得時，應經簽證會計師出具查核簽證報告後始得指示基金保管機構分配之。經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，於收益評價日後四十五個營業日內分配收益予受益人。分配基準日應由經理公司事先公告。,114
00936,台新永續高息中小,114年06月16日,114年06月22日,114年07月04日,0.03,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配覆核報告後，始得分配：1. 本基金投資中華民國境內所得之下列各款收益，做為本基金之可分配收益：（一）除息交易日前（不含當日）之利息收入、現金股利，扣除本基金應負擔之費用。（二）前款可分配收益若另增配已實現資本利得扣除資本損失（包括已實現及未實現資本損失）及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。2. 經理公司應按月依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次月之可分配收益。如欲分配本信託契約第十七條第二項第(二)款之可分配收益，則本基金於收益評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格（即新臺幣壹拾伍元）。,114
00940,元大台灣價值高息,114年06月10日,114年06月16日,114年07月01日,0.03,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資所得之現金股利、股票股利、利息收入、子基金收益分配、收益平準金、本基金因出借有價證券而由借券人返還之現金股利及租賃所得等收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額。2.前款可分配收益若另增配投資所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定時每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣10元。3.經理公司得依本基金收益之情況自行決定當次分配之金額，故每次分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下次之可分配收益。,114
00946,群益科技高息成長,114年06月04日,114年06月10日,114年06月30日,0.025,本基金可分配收益，應符合下列規定，並應經金管會核准辦理公開發行公司之簽證會計師出具收益分配核閱報告後，始得分配：(1)本基金每受益權單位可分配之收益，係指以本基金收益分配權最後交易日受益權單位投資所得之股利收入、利息收入、出借有價證券之租賃所得及收益平準金，扣除本基金應負擔之費用後，為本基金之可分配收益。(2)前款可分配收益若另增配其他投資所得之已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於作成收益分配決定時每受益權單位之淨資產價值應高於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。(3)經理公司得依收益之情況自行決定當次分配之金額或不分配，故每次分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下次之可分配收益。,114
00953B,群益優選非投等債,114年06月04日,114年06月10日,114年06月30日,0.07,本基金可分配收益，應符合下列規定，並應經金管會核准辦理公開發行公司之簽證會計師出具收益分配核閱報告後，始得分配：(1)本基金每受益權單位可分配之收益，係指以本基金收益分配權最後交易日受益權單位投資所得之利息收入及收益平準金扣除本基金應負擔之費用後，為本基金之可分配收益。(2)前款可分配收益若另增配其他投資所得之已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。(3)經理公司得依收益之情況自行決定當次分配之金額或不分配，故每次分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下次之可分配收益。,114
00939,統一台灣高息動能,114年06月03日,114年06月09日,114年06月25日,0.04,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配（倘可分配收益未涉及資本利得，得以簽證會計師出具核閱報告後進行分配）：本基金之可分配收益來源為：1.本基金每受益權單位可分配之收益係指以本基金除息交易日前(不含當日)受益權單位投資於下列各款所得，做為本基金可分配收益：(1)現金股利、利息收入、收益平準金、借券收入，本基金因出借有價證券而由借券人返還之現金股利等收入扣除本基金應負擔之費用後，為可分配收益。(2)本基金已實現資本利得扣除資本損失（包括已實現及未實現資本損失）及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。2.經理公司應按每月收益評價日(即每月十五日)之本基金淨資產價值即收入情況進行收益分配評價，本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下次之可分配收益。如欲分配前項(2)款之可分配收益，則本基金於收益分配評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格(即新臺幣壹拾伍元)。,114
00930,永豐ESG低碳高息,114年05月27日,114年06月02日,114年06月20日,0.07,1.本基金可分配收益，應符合下列規定：(1)本基金除息交易日前（不含當日）投資於中華民國境內所得之現金股利、利息收入、收益平準金、本基金因出借有價證券而由借券人返還之現金股利及租賃所得等收入扣除本基金應負擔之各項成本費用後，為本基金之可分配收益。(2)前款可分配收益若另增配已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）與本基金應負擔之費用時，則本基金於收益分配評價日（即每年二月、四月、六月、八月、十月、十二月最後一個日曆日）之每受益權單位之淨資產價值應高於本基金成立日前（不含當日）每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前（不含當日）每受益權單位之發行價格。(3)經理公司得依收益之情況決定應分配之收益金額。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下次之可分配收益。2.本基金每受益權單位之可分配收益，應經金管會核准辦理公開發行公司之簽證會計師出具查核簽證報告後始得進行分配。惟如收益分配內容未涉及資本利得時，經簽證會計師出具核閱報告後即得進行分配。,114
00771,元大US高息特別股,114年05月22日,114年05月28日,114年06月12日,0.22,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境外所得之現金股利、利息收入及基金收益分配扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失；2.前款可分配收益若另增配本基金中華民國境外投資所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之各項費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣20元。,114
00850,元大臺灣ESG永續,114年05月22日,114年05月28日,114年06月12日,0.6,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核出具收益分配查核簽證報告後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金除息交易日前(不含當日)受益權單位投資於中華民國境內所得之現金股利、利息收入、子基金收益分配、收益平準金及本基金因出借有價證券而由借券人返還之現金股利及租賃所得等收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額。2.前款可分配收益若另增配其他投資於中華民國境內所得之已實現股票股利、已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格。前述有關本基金成立日前(不含當日)，每受益權單位之發行價格為新臺幣20元,114
00775B,新光投等債15+,114年05月21日,114年05月27日,114年06月18日,0.38,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：(一)本基金每受益權單位可分配之收益，係指以本基金受益權單位投資於中華民國境外所得之利息收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。經理公司得依該等收入之情況，決定分配之收益金額。(二)前款可分配收益若另增配其他投資於中華民國境外所得之已實現資本利得扣除已實現資本損失及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金信託契約第五條第一項第二款所列本基金每受益權單位之發行價格(即新臺幣肆拾元)。,114
00731,復華富時高息低波,114年05月20日,114年05月26日,114年06月16日,0.593,1.本基金投資中華民國境內所得之下列各款收益，做為本基金之可分配收益：(1)除息交易日前（不含當日）之利息收入、現金股利、子基金(含ETF)收益分配、租賃所得及收益平準金扣除本基金應負擔之費用。(2)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現資本損失)及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。2.經理公司應按季依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次季之可分配收益。如欲分配本基金信託契約第18條第1項第2款之可分配收益，則本基金於收益分配評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格(即新臺幣伍拾元)。3.本基金可分配收益之分配，每季分配之情形，應經金管會核准辦理公開發行公司之簽證會計師出具收益分配複核報告後，於次季季底前指示基金保管機構分配之。,114
00929,復華台灣科技優息,114年05月20日,114年05月26日,114年06月16日,0.07,1.本基金投資之下列各款收益，做為本基金之可分配收益：(1)除息交易日前（不含當日）之利息收入、現金股利、子基金(含ETF)收益分配、本基金因出借有價證券而由借券人返還之現金股利及租賃所得、收益平準金，扣除本基金應負擔之費用。(2)前款可分配收益若另增配已實現資本利得扣除資本損失(包括已實現及未實現資本損失)及本基金應負擔之費用後之餘額為正數時，亦為可分配收益。2.經理公司應按月依前述可分配收益之情形，自行決定應分配之金額或不分配，未分配之可分配收益，得累積併入次月之可分配收益。如欲分配本基金信託契約第18條第1項第2款之可分配收益，則本基金於收益分配評價日之每受益權單位淨資產價值減去經理公司決定之每受益權單位分配金額後，不得低於每受益權單位之發行價格(即新臺幣壹拾伍元)。3.本基金可分配收益之分配，每月分配之情形，應經金管會核准辦理公開發行公司之簽證會計師出具收益分配查核簽證報告後，於次月月底前指示基金保管機構分配之。惟如收益分配內容未涉及資本利得時，經簽證會計師出具複核報告後即得指示基金保管機構分配之。,114
00690,兆豐臺灣藍籌30,114年05月19日,114年05月25日,114年06月06日,0.31,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：1.本基金每受益權單位可分配之收益，係指以本基金投資所得之現金股利、利息收入、基金收益分配扣除本基金應負擔之費用後之可分配收益，且不需扣除已實現及未實現之資本損失。經理公司有權調整可分配收益金額。2.前款可分配收益若另增配其他投資所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當年度每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。經理公司有權在上述條件範圍內調整可分配收益金額。,114
00730,富邦臺灣優質高息,114年05月19日,114年05月25日,114年06月13日,0.11,本基金可分配收益，應符合下列規定，且經理公司得依收益之情況決定應分配之收益金額：1.本基金每受益權單位可分配之收益，係指以本基金收益分配權最後交易日受益權單位投資所得之現金股利、利息收入、基金收益分配、收益平準金及可歸屬並開立憑單之其他收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。2.前款可分配收益若另增配其他投資所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。,114
00878,國泰永續高股息,114年05月19日,114年05月25日,114年06月13日,0.47,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配。倘可分配收益未涉及資本利得，得以簽證會計師出具核閱報告後進行分配：1.本基金除息交易日前（不含當日）投資所得之現金股利、稅後利息收入、基金受益憑證之收益分配及收益平準金，扣除本基金應負擔之各項成本費用後，為本基金之可分配收益，其他所得如符合2規定者，得由經理公司決定是否增配。上述可分配收益，由經理公司依公開說明書規定之時間，決定分配金額並進行收益分配，惟如經理公司認為必要時，可於分配前隨時修正收益分配金額。2.前述可分配收益若另增配已實現資本利得扣除資本損失（包括已實現及未實現之資本損失）及本基金應負擔之費用時，則本基金於收益分配評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。,114
00891,中信關鍵半導體,114年05月19日,114年05月25日,114年06月13日,0.41,1.本基金每受益權單位可分配之收益，係指：(一) 本基金投資中華民國境內所得之現金股利、利息收入、子基金收益分配扣除本基金應負擔之費用且不需扣除已實現及未實現之資本損失。(二) 前款可分配收益若另增配其他投資於中華民國境內已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第三條第一項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約所列本基金每受益權單位之發行價格。2.本基金成立日起滿六十個日曆日(含)後，經理公司應按收益評價日(即每年一月、四月、七月及十月最後一個日曆日)之本基金淨資產價值及收入情況進行收益分配之評價。經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。但本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下一次之可分配收益。經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，並於每收益評價日後四十五個營業日內分配收益予受益人。停止變更受益人名簿記載期間及分配基準日應由經理公司事先公告。3.本基金之可分配收益，經金管會核准辦理公開發行公司之簽證會計師出具複核報告書後，即得進行分配，惟若可分配收益來源涉及資本利得時，應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配。,114
00894,中信小資高價30,114年05月19日,114年05月25日,114年06月13日,0.4,1.本基金每受益權單位可分配之收益，係指：(一) 本基金投資中華民國境內所得之現金股利、利息收入、子基金收益分配扣除本基金應負擔之費用且不需扣除已實現及未實現之資本損失。(二) 前款可分配收益若另增配其他投資於中華民國境內已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金信託契約第三條第一項所列本基金每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金信託契約所列本基金每受益權單位之發行價格。2.本基金成立日起滿六十個日曆日(含)後，經理公司應按收益評價日(即每年一月、四月、七月及十月最後一個日曆日)之本基金淨資產價值及收入情況進行收益分配之評價。經理公司得依本基金收益之情況自行決定每次分配之金額或不分配，故每次分配之金額並非一定相同。但本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入下一次之可分配收益。經理公司應依法令規定公告每受益權單位之配發金額、收益分配發放日、收益分配基準日、分配方式及其他收益分配相關事項，並於每收益評價日後四十五個營業日內分配收益予受益人。停止變更受益人名簿記載期間及分配基準日應由經理公司事先公告。3.本基金之可分配收益，經金管會核准辦理公開發行公司之簽證會計師出具複核報告書後，即得進行分配，惟若可分配收益來源涉及資本利得時，應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配。,114
00900,富邦特選高股息30,114年05月19日,114年05月25日,114年06月13日,0.1,本基金可分配收益，應符合下列規定，且經理公司得依收益之情況決定應分配之收益金額：1.本基金每受益權單位可分配之收益，係指以本基金收益分配權最後交易日受益權單位投資所得之現金股利、利息收入、基金收益分配、收益平準金及可歸屬並開立憑單之其他收入扣除本基金應負擔之費用後之可分配收益且不需扣除已實現及未實現之資本損失。2.前述可分配收益若另增配其他投資所得之已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於做成收益分配決定之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。,114
00932,兆豐永續高息等權,114年05月19日,114年05月25日,114年06月06日,0.1,本基金可分配收益，除應符合下列規定外，並應經金管會核准辦理公開發行公司之簽證會計師查核簽證後，始得分配：1.除息交易日前(不含當日)之現金股利、利息收入、基金收益分配及收益平準金扣除本基金應負擔之費用。2.前款可分配收益若增配已實現資本利得扣除資本損失(包括已實現及未實現之資本損失)及本基金應負擔之費用時，則本基金於收益評價日之每受益權單位之淨資產價值應高於本基金成立日前(不含當日)每受益權單位之發行價格，且每受益權單位之淨資產價值減去當次每受益權單位可分配收益之餘額，不得低於本基金成立日前(不含當日)每受益權單位之發行價格。經理公司有權在上述條件範圍內調整可分配收益金額。3.經理公司得依前述可分配收益之情況自行決定每季分配之金額或不分配，每季分配之金額並非一定相同。本基金受益權單位可分配收益，於經理公司決定收益分配金額後，若有未分配收益得累積併入次期之可分配收益。,114
